,Title,URL,Description,Salary,Location,Degree Required,Hiring Multiple Candidates,Duration,Starting,Deadline
534,Teacher Training Courses,https://www.gradcracker.com/hub/440/get-into-teaching/graduate-job/20949/teacher-training-courses,"Business, Systems, Analytics.","at least £30,000, or more in London","East Anglia, London and South East, East Midlands, West Midlands, North East, North West, Yorkshire and South West",All grades,Yes,Ongoing,N/A,N/A
535,Graduate Analyst (Spanish Speakers),https://www.gradcracker.com/hub/578/tpp/graduate-job/52215/graduate-analyst-spanish-speakers,"Business, Systems, Analytics.","£60,000",Leeds,1 and above,Ongoing,N/A,N/A,N/A
536,Account Manager (French Speaker),https://www.gradcracker.com/hub/578/tpp/graduate-job/52762/account-manager-french-speaker,"Business, Finance, Maths, Analytics.","£60,000",Leeds,1 and above,Yes,Ongoing,N/A,N/A
537,Account Manager (Spanish Speaker),https://www.gradcracker.com/hub/578/tpp/graduate-job/52761/account-manager-spanish-speaker,"Business, Finance, Maths, Analytics.","£60,000",Leeds,1 and above,Yes,Ongoing,N/A,N/A
538,Contract Assistant,https://www.gradcracker.com/hub/578/tpp/graduate-job/54816/contract-assistant,"Business, Data Science, Finance.","£35,000",Leeds,1 and above,Ongoing,N/A,N/A,N/A
539,Account Manager (Portuguese Speaker),https://www.gradcracker.com/hub/578/tpp/graduate-job/52763/account-manager-portuguese-speaker,"Business, Finance, Maths, Analytics.","£60,000",Leeds,1 and above,Yes,Ongoing,N/A,N/A
540,Account Manager (Bengali Speaker),https://www.gradcracker.com/hub/578/tpp/graduate-job/60659/account-manager-bengali-speaker,"Business, Finance, Maths, Analytics.","£60,000",Leeds,1 and above,Yes,Ongoing,N/A,N/A
541,Account Managers,https://www.gradcracker.com/hub/578/tpp/graduate-job/24885/account-managers,"Finance, Maths, Analytics.","£60,000",Leeds,1 and above,Yes,Ongoing,N/A,N/A
542,Data & Analytics Graduate Programme - London,https://www.gradcracker.com/hub/308/fdm-group/graduate-job/61964/data-and-analytics-graduate-programme-london,"Data, Analytics, Statistics.",Competitive,London,2 and above,Yes,Ongoing,N/A,N/A
543,"Risk, Regulation and Compliance Graduate Programme - London",https://www.gradcracker.com/hub/308/fdm-group/graduate-job/62231/risk-regulation-and-compliance-graduate-programme-london,"Business, FinTech, Accountancy, Analytics.",Competitive,London,2 and above,Yes,Ongoing,N/A,N/A
544,Business Intelligence Developer,https://www.gradcracker.com/hub/1080/venture/graduate-job/62294/business-intelligence-developer,"Business, Data Science, Analytics.","£33,776",Cwmbran (South Wales),All grades,"August 30th, 2024",N/A,N/A,N/A
545,Operations Consultant - September 2024,https://www.gradcracker.com/hub/1222/chartwell/graduate-job/53791/operations-consultant-september-2024,"Materials Science, Manufacturing, Chemicals.",Competitive,"London, Berlin and Boston",All grades accepted,September 2024,"October 31st, 2024",N/A,N/A
546,Graduate Quantity Surveyors,https://www.gradcracker.com/hub/60/aecom/graduate-job/56688/graduate-quantity-surveyors,"Quantity Surveying, Building Surveying, Construction.",Competitive,"Dublin, Cork and Galway",1 and above,Ongoing,N/A,N/A,N/A
547,Graduate Quantity Surveyors,https://www.gradcracker.com/hub/60/aecom/graduate-job/56676/graduate-quantity-surveyors,"Quantity Surveying, Building Surveying, Construction.",Competitive,"London, Birmingham, Manchester, Bristol, Exeter, Plymouth, Glasgow, Belfast, Oxford, Edinburgh and Cardiff",1 and above,Ongoing,N/A,N/A,N/A
548,MEP Graduate Quantity Surveyor,https://www.gradcracker.com/hub/60/aecom/graduate-job/56689/mep-graduate-quantity-surveyor,"Quantity Surveying, Building Surveying, Construction.",Competitive,Dublin,1 and above,Immediate Start,Ongoing,N/A,N/A
549,Graduate Air Integration Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61458/graduate-air-integration-engineer,"Aerospace, Mechanical, Manufacturing.","£34,000 + £2,000 welcome bonus","Brough (Hull), Prestwick (Lancashire) and Warton (Lancashire)",2 and above,Yes,"August 31st, 2024",N/A,N/A
550,Graduate Product Safety Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61467/graduate-product-safety-engineer,"Mechanical, Electrical, Aerospace, Physics, Maths.","£34,000 + £2,000 welcome bonus",Frimley (Surrey) and Barrow-in-Furness (Cumbria),2 and above,Yes,"August 31st, 2024",N/A,N/A
551,Graduate Airframe Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61447/graduate-airframe-engineer,"Aerospace, Aerodynamics, Mechanical, Manufacturing.","£34,000 + £2,000 welcome bonus","Brough (Hull), Warton (Lancashire), Filton (Bristol) and Prestwick (Ayrshire, Scotland)",2 and above,Yes,"August 31st, 2024",N/A,N/A
552,Graduate Submarines Electrical Power Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61465/graduate-submarines-electrical-power-engineer,"Electrical, Electronic, C&I, Telecommunications.","£34,000 + £2,000 welcome bonus",Barrow-in-Furness (Cumbria),2 and above,Yes,"August 31st, 2024",N/A,N/A
553,Data & Analytics Graduate Programme - Dublin,https://www.gradcracker.com/hub/308/fdm-group/graduate-job/62519/data-and-analytics-graduate-programme-dublin,"Data, Analytics, Statistics, AI.",Competitive,Dublin,2 and above,Yes,Ongoing,N/A,N/A
554,Graduate Systems Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61479/graduate-systems-engineer,"Mechanical, Aerospace, Automotive, Structural.","£34,000 + £2,000 welcome bonus",Various locations,2 and above,Yes,"August 31st, 2024",N/A,N/A
555,Graduate Telecoms and Comms Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61481/graduate-telecoms-and-comms-engineer,"Electrical, Electronic, Physics, Telecommunications.","£34,000 + £2,000 welcome bonus",Barrow-in-Furness (Cumbria),2 and above,Yes,"August 31st, 2024",N/A,N/A
556,Graduate Submarines Systems Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61798/graduate-submarines-systems-engineer,"Mechanical, Aerospace, Automotive, Structural, Systems.","£34,000 + £2,000 welcome bonus",Barrow (Cumbria),2 and above,Yes,April 2025,"August 31st, 2024",N/A
557,Graduate Systems Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61793/graduate-systems-engineer,"Mechanical, Aerospace, Automotive, Structural, Systems.","£34,000 + £2,000 welcome bonus",Brough (Hull),2 and above,Yes,April 2025,"August 31st, 2024",N/A
558,Graduate Electronics Engineer,https://www.gradcracker.com/hub/679/leonardo/graduate-job/58939/graduate-electronics-engineer,"Electronic, Electrical, Telecommunications, C&I.","£32,000",Southampton (Hybrid),1 and above,Yes,Ongoing,N/A,N/A
559,Graduate IC Design Engineer,https://www.gradcracker.com/hub/679/leonardo/graduate-job/58975/graduate-ic-design-engineer,"Electronics, Electrical, Data Science.","£32,000",Southampton (Hybrid),1 and above,Yes,Ongoing,N/A,N/A
560,Graduate Submarines Systems Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61795/graduate-submarines-systems-engineer,"Mechanical, Aerospace, Automotive, Structural, Systems.","£34,000 + £2,000 welcome bonus",Frimley (Surrey),2 and above,Yes,April 2025,"August 31st, 2024",N/A
561,Graduate Systems Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61794/graduate-systems-engineer,"Mechanical, Aerospace, Automotive, Structural, Systems.","£34,000 + £2,000 welcome bonus",Warton (Lancashire) and Samlesbury (Lancashire),2 and above,Yes,April 2025,"August 31st, 2024",N/A
562,Graduate Submarines Systems Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61796/graduate-submarines-systems-engineer,"Mechanical, Aerospace, Automotive, Structural, Systems.","£34,000 + £2,000 welcome bonus",Weymouth (Dorset),2 and above,Yes,April 2025,"August 31st, 2024",N/A
563,Graduate Submarines Systems Engineer,https://www.gradcracker.com/hub/141/bae-systems/graduate-job/61797/graduate-submarines-systems-engineer,"Mechanical, Aerospace, Automotive, Structural, Systems.","£34,000 + £2,000 welcome bonus",Broad Oak (Portsmouth),2 and above,Yes,April 2025,"August 31st, 2024",N/A
564,Graduate Business Analyst,https://www.gradcracker.com/hub/1125/fairheat/graduate-job/62529/graduate-business-analyst,"Business, Data, Statistics, Analytics, Maths.","£30,000",London,1 and above,Ongoing,N/A,N/A,N/A
565,EPR Account Manager (Global),https://www.gradcracker.com/hub/942/valpak/graduate-job/62532/epr-account-manager-global,"Business, Project Management, Analytics, Data Science.","£26,000 - £28,000",Stratford-upon-Avon (Hybrid),All grades,"August 31st, 2024",N/A,N/A,N/A
566,Environmental Compliance Advisor,https://www.gradcracker.com/hub/942/valpak/graduate-job/62534/environmental-compliance-advisor,"Statistics, Analytics, Data Science, Environmental.","£26,000",Stratford-upon-Avon (Hybrid),All grades,"August 31st, 2024",N/A,N/A,N/A
567,EPR Account Manager (UK),https://www.gradcracker.com/hub/942/valpak/graduate-job/62533/epr-account-manager-uk,"Business, Project Management, Analytics, Data Science.","£26,000 - £28,000",Stratford-upon-Avon (Hybrid),All grades,"August 31st, 2024",N/A,N/A,N/A
568,International Account Manager,https://www.gradcracker.com/hub/942/valpak/graduate-job/62536/international-account-manager,"Business, Analytics, Project Management.","£26,000",Stratford-upon-Avon (Hybrid),All grades,"August 31st, 2024",N/A,N/A,N/A
569,Supplier Engagement Advisor,https://www.gradcracker.com/hub/942/valpak/graduate-job/62537/supplier-engagement-advisor,"Analytics, Statistics, Maths, Data, IT.","£24,000",Stratford-upon-Avon (Hybrid),All grades,"August 31st, 2024",N/A,N/A,N/A
570,Data Administrator,https://www.gradcracker.com/hub/942/valpak/graduate-job/62535/data-administrator,"Data, Analytics, Statistics, Maths.","£24,000",Stratford-upon-Avon (Hybrid),All grades,"August 31st, 2024",N/A,N/A,N/A
571,Graduate Marketing Manager,https://www.gradcracker.com/hub/691/reply/graduate-job/62542/graduate-marketing-manager,"Business, Data, Analytics, Statistics.",Competitive,London (Hybrid),1 and above,Ongoing,N/A,N/A,N/A
572,Graduate Financial Risk Management Consultant,https://www.gradcracker.com/hub/691/reply/graduate-job/62540/graduate-financial-risk-management-consultant,"Finance, Economics, Business.",Competitive,London (Hybrid),1 and above,Ongoing,N/A,N/A,N/A
573,Graduate Electronics & RF Engineer,https://www.gradcracker.com/hub/1041/slipstream-design/graduate-job/62173/graduate-electronics-and-rf-engineer,"Electronic, Robotics, Mechatronics, Telecommunications.","£27,000 - £32,000",Shipley (West Yorkshire),1 and above,"August 23rd, 2024",N/A,N/A,N/A
574,2025 Graduate Programme – Global Banking,https://www.gradcracker.com/hub/418/bnp-paribas/graduate-job/62551/2025-graduate-programme-global-banking,"Finance, Maths, Business, Analytics, Economics.",Competitive,London,1 and above,"September 22nd, 2024",N/A,N/A,N/A
575,Marine Engineer Officers,https://www.gradcracker.com/hub/138/royal-navy/graduate-job/6630/marine-engineer-officers,"Naval Architecture, Mechanical, Electrical, Marine.","£31,305, rising to £37,425 upon completion of training + £27,000 joining bonus",Dartmouth then UK & International Travel,All grades,Yes,Ongoing,N/A,N/A
576,Weapon Engineer Officers (Submariner),https://www.gradcracker.com/hub/138/royal-navy/graduate-job/6629/weapon-engineer-officers-submariner,"Electrical, Electronic, Mechanical, Robotics, Cyber, Maths, Physics.","£31,305, rising to £37,425 upon completion of training + £27,000 joining bonus",Dartmouth then UK & International Travel,All grades,Yes,Ongoing,N/A,N/A
577,Air Engineer Officers,https://www.gradcracker.com/hub/138/royal-navy/graduate-job/6634/air-engineer-officers,"Aerospace, Aeronautics, Electrical, Mechanical.","£31,305, rising to £37,425 upon completion of training + £27,000 joining bonus",Dartmouth then UK & International Travel,All grades,Yes,Ongoing,N/A,N/A
578,Marine Engineer Officers (Submariner),https://www.gradcracker.com/hub/138/royal-navy/graduate-job/6632/marine-engineer-officers-submariner,"Naval Architecture, Mechanical, Electrical, Marine.","£31,305, rising to £37,425 upon completion of training + £27,000 joining bonus",Dartmouth then UK & International Travel,All grades,Yes,Ongoing,N/A,N/A
579,Weapon Engineer Officers,https://www.gradcracker.com/hub/138/royal-navy/graduate-job/6628/weapon-engineer-officers,"Electrical, Electronic, Mechanical, Robotics, Cyber, Maths, Physics.","£31,305, rising to £37,425 upon completion of training + £27,000 joining bonus",Dartmouth then UK & International Travel,All grades,Yes,Ongoing,N/A,N/A
580,Graduate RF Engineer,https://www.gradcracker.com/hub/173/raytheon-systems-limited/graduate-job/62450/graduate-rf-engineer,"Electrical, Electronics, C&I, Hardware.",Competitive,Harlow (Essex),All grades,Ongoing,N/A,N/A,N/A
581,Mechanical/Electrical Engineer,https://www.gradcracker.com/hub/173/raytheon-systems-limited/graduate-job/62561/mechanical-electrical-engineer,"Level 7 (Master’s Degree – requires a Bachelor’s Degree in a relevant subject - Business, Finance, Maths, Analytics, Accountancy.)",Competitive,Chester,All grades,"August 19th, 2024",N/A,N/A,N/A
582,Professional Finance Apprenticeship,https://www.gradcracker.com/hub/1319/brakes/graduate-job/62530/professional-finance-apprenticeship,"Level 7 (Master’s Degree – requires a Bachelor’s Degree in a relevant subject - Business, Finance, Maths, Analytics, Accountancy.)","£28,000",Ashford (Kent) (Hybrid),All grades,Ongoing,N/A,N/A,N/A
